usage_id,project_id,equipment_id,usage_date,operating_hours,idle_hours,available_hours,fuel_consumed_litres,maintenance_cost_myr
USE004640,PRJ007,EQP031,2025-11-29,9.88,0.12,10.0,59.22,0.0
USE004641,PRJ007,EQP031,2025-12-02,3.6,6.4,10.0,74.43,0.0
USE004642,PRJ007,EQP031,2025-12-03,2.91,7.09,10.0,59.79,1752.7
USE004643,PRJ007,EQP031,2025-12-04,4.81,7.19,12.0,33.01,0.0
USE004644,PRJ007,EQP031,2025-12-09,5.76,10.24,16.0,56.87,0.0
USE004645,PRJ007,EQP031,2025-12-10,2.72,7.28,10.0,24.61,0.0
USE004646,PRJ007,EQP031,2025-12-18,11.45,0.55,12.0,83.86,0.0
USE004647,PRJ007,EQP031,2025-12-20,6.49,3.51,10.0,103.9,0.0
USE004648,PRJ007,EQP031,2025-12-26,3.26,6.74,10.0,30.1,2194.65
USE004649,PRJ007,EQP031,2025-12-28,8.43,1.57,10.0,108.49,186.72
USE004650,PRJ007,EQP031,2025-12-30,9.94,0.06,10.0,178.51,2025.05
USE004651,PRJ008,EQP032,2025-01-11,6.41,5.59,12.0,47.02,0.0
USE004652,PRJ008,EQP032,2025-01-12,7.43,4.57,12.0,115.2,0.0
USE004653,PRJ008,EQP032,2025-01-15,1.89,10.11,12.0,17.68,0.0
USE004654,PRJ008,EQP032,2025-01-19,4.34,5.66,10.0,30.9,0.0
USE004655,PRJ008,EQP032,2025-01-20,3.62,6.38,10.0,75.27,0.0
USE004656,PRJ008,EQP032,2025-01-24,7.55,0.45,8.0,141.64,0.0
USE004657,PRJ008,EQP032,2025-01-25,5.99,2.01,8.0,91.16,0.0
USE004658,PRJ008,EQP032,2025-01-26,4.07,5.93,10.0,37.13,0.0
USE004659,PRJ008,EQP032,2025-01-27,3.29,6.71,10.0,60.41,0.0
USE004660,PRJ008,EQP032,2025-01-28,5.04,4.96,10.0,85.71,0.0
USE004661,PRJ008,EQP032,2025-01-29,8.03,3.97,12.0,51.83,0.0
USE004662,PRJ008,EQP032,2025-02-01,6.69,1.31,8.0,127.57,0.0
USE004663,PRJ008,EQP032,2025-02-02,8.46,3.54,12.0,97.85,0.0
USE004664,PRJ008,EQP032,2025-02-03,2.54,7.46,10.0,55.74,0.0
USE004665,PRJ008,EQP032,2025-02-04,9.84,14.16,24.0,194.93,0.0
USE004666,PRJ008,EQP032,2025-02-05,7.94,0.06,8.0,140.87,1304.16
USE004667,PRJ008,EQP032,2025-02-13,6.6,1.4,8.0,67.17,0.0
USE004668,PRJ008,EQP032,2025-02-16,5.8,4.2,10.0,49.36,188.23
USE004669,PRJ008,EQP032,2025-02-17,7.61,2.39,10.0,88.19,0.0
USE004670,PRJ008,EQP032,2025-02-19,5.4,10.6,16.0,62.09,0.0
USE004671,PRJ008,EQP032,2025-02-20,9.54,0.46,10.0,63.27,0.0
USE004672,PRJ008,EQP032,2025-02-21,2.53,5.47,8.0,44.1,0.0
USE004673,PRJ008,EQP032,2025-02-22,5.05,4.95,10.0,100.24,0.0
USE004674,PRJ008,EQP032,2025-02-24,5.67,10.33,16.0,73.23,0.0
USE004675,PRJ008,EQP032,2025-02-25,2.01,9.99,12.0,25.32,3032.47
USE004676,PRJ008,EQP032,2025-02-26,11.54,0.46,12.0,204.35,0.0
USE004677,PRJ008,EQP032,2025-03-03,2.48,7.52,10.0,41.61,0.0
USE004678,PRJ008,EQP032,2025-03-08,3.03,4.97,8.0,63.68,0.0
USE004679,PRJ008,EQP032,2025-03-13,11.16,0.84,12.0,201.81,0.0
USE004680,PRJ008,EQP032,2025-03-16,6.62,1.38,8.0,39.35,0.0
USE004681,PRJ008,EQP032,2025-03-19,4.18,5.82,10.0,46.73,0.0
USE004682,PRJ008,EQP032,2025-03-21,11.61,0.39,12.0,80.78,0.0
USE004683,PRJ008,EQP032,2025-03-22,3.22,8.78,12.0,64.77,0.0
USE004684,PRJ008,EQP032,2025-03-23,7.07,2.93,10.0,116.34,0.0
USE004685,PRJ008,EQP032,2025-03-24,11.91,0.09,12.0,189.08,0.0
USE004686,PRJ008,EQP032,2025-03-26,11.85,4.15,16.0,180.12,0.0
USE004687,PRJ008,EQP032,2025-03-30,6.56,3.44,10.0,72.05,0.0
USE004688,PRJ008,EQP032,2025-03-31,6.83,1.17,8.0,54.06,3352.88
USE004689,PRJ008,EQP032,2025-04-01,4.95,7.05,12.0,50.94,0.0
USE004690,PRJ008,EQP032,2025-04-03,9.99,6.01,16.0,115.28,0.0
USE004691,PRJ008,EQP032,2025-04-05,6.23,5.77,12.0,115.28,0.0
USE004692,PRJ008,EQP032,2025-04-06,13.13,2.87,16.0,157.63,0.0
USE004693,PRJ008,EQP032,2025-04-07,3.89,8.11,12.0,70.6,0.0
USE004694,PRJ008,EQP032,2025-04-11,3.78,4.22,8.0,67.79,0.0
USE004695,PRJ008,EQP032,2025-04-15,11.83,4.17,16.0,226.39,0.0
USE004696,PRJ008,EQP032,2025-04-17,3.07,4.93,8.0,62.23,0.0
USE004697,PRJ008,EQP032,2025-04-20,11.0,5.0,16.0,204.67,0.0
USE004698,PRJ008,EQP032,2025-04-21,8.6,7.4,16.0,55.39,0.0
USE004699,PRJ008,EQP032,2025-04-22,3.4,8.6,12.0,34.76,0.0
USE004700,PRJ008,EQP032,2025-04-23,7.81,0.19,8.0,149.14,0.0
USE004701,PRJ008,EQP032,2025-04-25,3.38,8.62,12.0,62.25,472.51
USE004702,PRJ008,EQP032,2025-04-26,7.91,2.09,10.0,160.28,0.0
USE004703,PRJ008,EQP032,2025-05-01,14.05,1.95,16.0,71.06,0.0
USE004704,PRJ008,EQP032,2025-05-03,1.58,6.42,8.0,31.97,372.47
USE004705,PRJ008,EQP032,2025-05-05,2.13,7.87,10.0,24.37,2589.24
USE004706,PRJ008,EQP032,2025-05-06,7.7,0.3,8.0,61.66,3160.31
USE004707,PRJ008,EQP032,2025-05-07,6.61,5.39,12.0,119.22,0.0
USE004708,PRJ008,EQP032,2025-05-09,1.82,6.18,8.0,21.62,0.0
USE004709,PRJ008,EQP032,2025-05-13,4.06,5.94,10.0,43.77,2576.1
USE004710,PRJ008,EQP032,2025-05-14,4.89,3.11,8.0,73.55,0.0
USE004711,PRJ008,EQP032,2025-05-16,9.88,0.12,10.0,125.11,0.0
USE004712,PRJ008,EQP032,2025-05-17,7.92,4.08,12.0,148.99,0.0
USE004713,PRJ008,EQP032,2025-05-23,3.41,8.59,12.0,19.85,0.0
USE004714,PRJ008,EQP032,2025-05-25,17.03,6.97,24.0,202.6,0.0
USE004715,PRJ008,EQP032,2025-06-01,14.01,1.99,16.0,192.54,871.54
USE004716,PRJ008,EQP032,2025-06-04,1.96,6.04,8.0,21.2,284.33
USE004717,PRJ008,EQP032,2025-06-05,13.06,2.94,16.0,84.13,0.0
USE004718,PRJ008,EQP032,2025-06-06,23.94,0.06,24.0,515.27,0.0
USE004719,PRJ008,EQP032,2025-06-07,3.73,8.27,12.0,34.98,0.0
USE004720,PRJ008,EQP032,2025-06-08,7.93,8.07,16.0,69.97,0.0
USE004721,PRJ008,EQP032,2025-06-10,9.53,2.47,12.0,62.37,0.0
USE004722,PRJ008,EQP032,2025-06-12,6.2,1.8,8.0,109.32,0.0
USE004723,PRJ008,EQP032,2025-06-15,6.27,3.73,10.0,104.37,0.0
USE004724,PRJ008,EQP032,2025-06-16,7.47,2.53,10.0,72.57,0.0
USE004725,PRJ008,EQP032,2025-06-18,4.66,5.34,10.0,96.31,0.0
USE004726,PRJ008,EQP032,2025-06-19,6.24,17.76,24.0,94.67,1246.45
USE004727,PRJ008,EQP032,2025-06-20,3.74,6.26,10.0,29.44,2653.02
USE004728,PRJ008,EQP032,2025-06-22,12.62,3.38,16.0,174.36,0.0
USE004729,PRJ008,EQP032,2025-06-23,3.48,6.52,10.0,55.39,0.0
USE004730,PRJ008,EQP032,2025-06-25,2.79,9.21,12.0,35.88,0.0
USE004731,PRJ008,EQP032,2025-07-02,7.43,0.57,8.0,82.31,2108.85
USE004732,PRJ008,EQP032,2025-07-03,10.25,1.75,12.0,175.64,0.0
USE004733,PRJ008,EQP032,2025-07-04,7.29,2.71,10.0,85.95,0.0
USE004734,PRJ008,EQP032,2025-07-05,4.13,7.87,12.0,22.39,1824.33
USE004735,PRJ008,EQP032,2025-07-09,4.3,3.7,8.0,50.02,0.0
USE004736,PRJ008,EQP032,2025-07-10,1.89,8.11,10.0,40.34,0.0
USE004737,PRJ008,EQP032,2025-07-11,8.41,3.59,12.0,117.83,0.0
USE004738,PRJ008,EQP032,2025-07-12,14.41,1.59,16.0,78.79,1875.25
USE004739,PRJ008,EQP032,2025-07-16,7.4,0.6,8.0,161.69,0.0
USE004740,PRJ008,EQP032,2025-07-18,2.06,7.94,10.0,20.2,0.0
USE004741,PRJ008,EQP032,2025-07-20,11.8,0.2,12.0,101.82,0.0
USE004742,PRJ008,EQP032,2025-07-21,5.05,4.95,10.0,42.16,0.0
USE004743,PRJ008,EQP032,2025-07-25,9.55,2.45,12.0,82.93,0.0
USE004744,PRJ008,EQP032,2025-07-26,5.67,6.33,12.0,45.04,0.0
USE004745,PRJ008,EQP032,2025-07-28,15.78,0.22,16.0,119.45,2320.77
USE004746,PRJ008,EQP032,2025-07-30,4.42,5.58,10.0,47.35,0.0
USE004747,PRJ008,EQP032,2025-08-01,8.85,3.15,12.0,97.22,1822.41
USE004748,PRJ008,EQP032,2025-08-03,1.84,6.16,8.0,23.49,0.0
USE004749,PRJ008,EQP032,2025-08-04,6.78,9.22,16.0,120.42,3287.31
USE004750,PRJ008,EQP032,2025-08-05,4.4,3.6,8.0,49.82,2973.05
USE004751,PRJ008,EQP032,2025-08-07,2.77,21.23,24.0,28.6,0.0
USE004752,PRJ008,EQP032,2025-08-17,9.73,0.27,10.0,163.42,0.0
USE004753,PRJ008,EQP032,2025-08-20,11.69,0.31,12.0,217.87,0.0
USE004754,PRJ008,EQP032,2025-08-22,7.09,4.91,12.0,39.95,3068.61
USE004755,PRJ008,EQP032,2025-08-25,9.28,0.72,10.0,164.41,0.0
USE004756,PRJ008,EQP032,2025-08-26,8.5,1.5,10.0,119.72,1979.26
USE004757,PRJ008,EQP032,2025-09-01,4.53,5.47,10.0,45.29,0.0
USE004758,PRJ008,EQP032,2025-09-02,6.09,9.91,16.0,55.87,0.0
USE004759,PRJ008,EQP032,2025-09-04,8.64,3.36,12.0,55.64,2622.89
USE004760,PRJ008,EQP032,2025-09-16,8.36,7.64,16.0,161.43,2057.34
USE004761,PRJ008,EQP032,2025-09-18,2.32,5.68,8.0,49.7,0.0
USE004762,PRJ008,EQP032,2025-09-21,3.9,4.1,8.0,82.26,0.0
USE004763,PRJ008,EQP032,2025-09-23,2.37,7.63,10.0,25.2,2469.68
USE004764,PRJ008,EQP032,2025-09-24,12.81,3.19,16.0,153.23,1398.79
USE004765,PRJ008,EQP032,2025-09-25,5.38,4.62,10.0,53.05,2460.82
USE004766,PRJ008,EQP032,2025-09-26,4.02,3.98,8.0,71.55,0.0
USE004767,PRJ008,EQP032,2025-09-28,4.85,5.15,10.0,43.53,0.0
USE004768,PRJ008,EQP032,2025-09-30,4.35,5.65,10.0,66.62,2297.35
USE004769,PRJ008,EQP032,2025-10-03,10.12,1.88,12.0,207.3,1575.26
USE004770,PRJ008,EQP032,2025-10-04,3.32,4.68,8.0,55.19,0.0
USE004771,PRJ008,EQP032,2025-10-06,3.67,4.33,8.0,27.4,0.0
USE004772,PRJ008,EQP032,2025-10-07,3.01,4.99,8.0,62.58,0.0
USE004773,PRJ008,EQP032,2025-10-09,7.59,8.41,16.0,49.97,2936.37
USE004774,PRJ008,EQP032,2025-10-14,2.48,7.52,10.0,44.97,0.0
USE004775,PRJ008,EQP032,2025-10-18,4.02,7.98,12.0,24.64,0.0
USE004776,PRJ008,EQP032,2025-10-21,9.29,0.71,10.0,56.46,0.0
USE004777,PRJ008,EQP032,2025-10-22,7.2,0.8,8.0,138.31,592.94
USE004778,PRJ008,EQP032,2025-10-24,2.75,9.25,12.0,57.09,0.0
USE004779,PRJ008,EQP032,2025-10-27,7.67,16.33,24.0,116.98,0.0
USE004780,PRJ008,EQP032,2025-10-28,3.78,4.22,8.0,47.23,797.69
USE004781,PRJ008,EQP032,2025-10-29,13.31,2.69,16.0,159.88,0.0
USE004782,PRJ008,EQP032,2025-11-08,9.77,6.23,16.0,118.33,0.0
USE004783,PRJ008,EQP032,2025-11-09,4.27,5.73,10.0,86.66,2428.2
USE004784,PRJ008,EQP032,2025-11-10,5.85,10.15,16.0,126.5,0.0
USE004785,PRJ008,EQP032,2025-11-11,11.39,12.61,24.0,154.17,0.0
USE004786,PRJ008,EQP032,2025-11-15,8.87,3.13,12.0,182.66,0.0
USE004787,PRJ008,EQP032,2025-11-19,8.21,1.79,10.0,141.27,0.0
USE004788,PRJ008,EQP032,2025-11-20,14.09,9.91,24.0,79.63,0.0
USE004789,PRJ008,EQP032,2025-11-25,2.67,5.33,8.0,52.82,0.0
USE004790,PRJ008,EQP032,2025-11-26,6.18,9.82,16.0,133.94,2407.9
USE004791,PRJ008,EQP032,2025-11-27,7.21,4.79,12.0,125.14,0.0
USE004792,PRJ008,EQP032,2025-12-06,9.58,0.42,10.0,193.5,0.0
USE004793,PRJ008,EQP032,2025-12-07,11.22,0.78,12.0,202.02,453.76
USE004794,PRJ008,EQP032,2025-12-10,1.9,10.1,12.0,15.26,2422.61
USE004795,PRJ008,EQP032,2025-12-12,6.42,1.58,8.0,81.94,2906.38
USE004796,PRJ008,EQP032,2025-12-16,7.67,4.33,12.0,93.89,0.0
USE004797,PRJ008,EQP032,2025-12-18,5.48,6.52,12.0,72.82,0.0
USE004798,PRJ008,EQP032,2025-12-25,2.89,5.11,8.0,23.51,0.0
USE004799,PRJ008,EQP032,2025-12-26,6.04,1.96,8.0,72.94,1986.46
USE004800,PRJ008,EQP032,2025-12-30,5.48,4.52,10.0,91.72,0.0
USE004801,PRJ009,EQP033,2025-01-05,9.04,6.96,16.0,53.27,0.0
USE004802,PRJ009,EQP033,2025-01-08,7.98,0.02,8.0,137.15,0.0
USE004803,PRJ009,EQP033,2025-01-11,5.76,10.24,16.0,31.67,1373.08
USE004804,PRJ009,EQP033,2025-01-12,5.6,2.4,8.0,64.78,0.0
USE004805,PRJ009,EQP033,2025-01-13,9.09,2.91,12.0,198.5,0.0
USE004806,PRJ009,EQP033,2025-01-14,5.04,2.96,8.0,64.95,0.0
USE004807,PRJ009,EQP033,2025-01-17,9.17,6.83,16.0,193.75,1354.19
USE004808,PRJ009,EQP033,2025-01-18,6.84,5.16,12.0,59.28,0.0
USE004809,PRJ009,EQP033,2025-01-22,4.02,3.98,8.0,65.99,0.0
USE004810,PRJ009,EQP033,2025-01-23,6.27,5.73,12.0,65.58,529.87
USE004811,PRJ009,EQP033,2025-01-25,5.47,6.53,12.0,116.9,2637.11
USE004812,PRJ009,EQP033,2025-01-27,10.68,1.32,12.0,223.84,0.0
USE004813,PRJ009,EQP033,2025-01-29,5.52,10.48,16.0,86.9,0.0
USE004814,PRJ009,EQP033,2025-02-03,9.2,6.8,16.0,96.61,1912.88
USE004815,PRJ009,EQP033,2025-02-04,9.13,6.87,16.0,67.5,0.0
USE004816,PRJ009,EQP033,2025-02-05,11.01,12.99,24.0,204.19,1063.92
USE004817,PRJ009,EQP033,2025-02-07,4.03,5.97,10.0,66.65,0.0
USE004818,PRJ009,EQP033,2025-02-08,7.12,4.88,12.0,138.46,3291.78
USE004819,PRJ009,EQP033,2025-02-10,8.39,3.61,12.0,155.65,1782.02
USE004820,PRJ009,EQP033,2025-02-11,13.92,10.08,24.0,205.72,0.0
USE004821,PRJ009,EQP033,2025-02-16,4.72,5.28,10.0,46.01,0.0
USE004822,PRJ009,EQP033,2025-02-17,9.37,14.63,24.0,150.46,1181.71
USE004823,PRJ009,EQP033,2025-02-18,3.76,6.24,10.0,56.22,0.0
USE004824,PRJ009,EQP033,2025-02-19,1.69,8.31,10.0,34.35,0.0
USE004825,PRJ009,EQP033,2025-02-21,2.22,9.78,12.0,25.46,0.0
USE004826,PRJ009,EQP033,2025-02-25,13.85,2.15,16.0,117.85,2055.26
USE004827,PRJ009,EQP033,2025-03-02,6.99,9.01,16.0,39.13,1557.96
USE004828,PRJ009,EQP033,2025-03-09,2.07,5.93,8.0,31.38,909.84
USE004829,PRJ009,EQP033,2025-03-15,4.89,5.11,10.0,82.71,244.42
USE004830,PRJ009,EQP033,2025-03-18,5.86,4.14,10.0,99.72,0.0
USE004831,PRJ009,EQP033,2025-03-20,4.64,7.36,12.0,90.45,0.0
USE004832,PRJ009,EQP033,2025-03-22,3.58,6.42,10.0,65.95,0.0
USE004833,PRJ009,EQP033,2025-03-26,11.3,0.7,12.0,162.53,0.0
USE004834,PRJ009,EQP033,2025-03-27,3.41,8.59,12.0,45.9,1386.27
USE004835,PRJ009,EQP033,2025-04-01,5.61,4.39,10.0,107.04,0.0
USE004836,PRJ009,EQP033,2025-04-04,11.79,0.21,12.0,121.91,0.0
USE004837,PRJ009,EQP033,2025-04-06,15.29,0.71,16.0,278.72,0.0
USE004838,PRJ009,EQP033,2025-04-07,3.79,8.21,12.0,72.21,1763.75
USE004839,PRJ009,EQP033,2025-04-11,6.56,1.44,8.0,123.81,0.0
USE004840,PRJ009,EQP033,2025-04-14,8.23,1.77,10.0,147.68,0.0
USE004841,PRJ009,EQP033,2025-04-15,4.14,5.86,10.0,49.61,0.0
USE004842,PRJ009,EQP033,2025-04-16,6.32,3.68,10.0,103.87,0.0
USE004843,PRJ009,EQP033,2025-04-17,2.18,13.82,16.0,19.96,0.0
USE004844,PRJ009,EQP033,2025-04-19,13.49,2.51,16.0,180.6,0.0
USE004845,PRJ009,EQP033,2025-04-20,4.69,3.31,8.0,43.73,153.21
USE004846,PRJ009,EQP033,2025-04-21,11.37,0.63,12.0,147.29,1814.11
USE004847,PRJ009,EQP033,2025-04-23,10.76,1.24,12.0,91.5,0.0
USE004848,PRJ009,EQP033,2025-04-24,6.54,3.46,10.0,131.29,0.0
USE004849,PRJ009,EQP033,2025-04-25,7.35,2.65,10.0,98.28,2012.11
USE004850,PRJ009,EQP033,2025-05-01,2.28,7.72,10.0,37.81,1172.9
USE004851,PRJ009,EQP033,2025-05-02,2.56,7.44,10.0,54.31,0.0
USE004852,PRJ009,EQP033,2025-05-06,1.75,8.25,10.0,37.61,0.0
USE004853,PRJ009,EQP033,2025-05-09,7.24,4.76,12.0,70.84,0.0
USE004854,PRJ009,EQP033,2025-05-11,9.32,2.68,12.0,52.11,0.0
USE004855,PRJ009,EQP033,2025-05-12,9.72,2.28,12.0,105.93,0.0
USE004856,PRJ009,EQP033,2025-05-17,2.93,7.07,10.0,43.65,0.0
USE004857,PRJ009,EQP033,2025-05-18,8.88,1.12,10.0,175.44,2702.98
USE004858,PRJ009,EQP033,2025-05-21,9.85,0.15,10.0,92.73,0.0
USE004859,PRJ009,EQP033,2025-05-22,3.76,6.24,10.0,66.21,0.0
USE004860,PRJ009,EQP033,2025-05-27,9.01,2.99,12.0,147.87,0.0
USE004861,PRJ009,EQP033,2025-05-30,9.67,2.33,12.0,60.65,3191.92
USE004862,PRJ009,EQP033,2025-06-01,8.83,3.17,12.0,164.13,0.0
USE004863,PRJ009,EQP033,2025-06-03,4.84,7.16,12.0,55.07,0.0
USE004864,PRJ009,EQP033,2025-06-04,4.06,7.94,12.0,31.06,0.0
USE004865,PRJ009,EQP033,2025-06-07,4.29,5.71,10.0,85.77,0.0
USE004866,PRJ009,EQP033,2025-06-09,6.62,1.38,8.0,115.98,0.0
USE004867,PRJ009,EQP033,2025-06-11,2.1,9.9,12.0,18.83,0.0
USE004868,PRJ009,EQP033,2025-06-12,9.07,2.93,12.0,148.16,395.97
USE004869,PRJ009,EQP033,2025-06-13,8.58,3.42,12.0,154.17,2532.84
USE004870,PRJ009,EQP033,2025-06-14,9.98,2.02,12.0,133.95,0.0
USE004871,PRJ009,EQP033,2025-06-15,5.06,2.94,8.0,86.19,0.0
USE004872,PRJ009,EQP033,2025-06-16,6.17,17.83,24.0,96.07,1274.82
USE004873,PRJ009,EQP033,2025-06-17,6.25,3.75,10.0,72.03,2226.81
USE004874,PRJ009,EQP033,2025-06-18,1.62,8.38,10.0,33.14,0.0
USE004875,PRJ009,EQP033,2025-06-23,8.82,1.18,10.0,180.92,0.0
USE004876,PRJ009,EQP033,2025-06-24,4.39,3.61,8.0,44.79,0.0
USE004877,PRJ009,EQP033,2025-06-25,2.85,9.15,12.0,31.37,3041.96
USE004878,PRJ009,EQP033,2025-06-29,4.88,11.12,16.0,71.07,0.0
USE004879,PRJ009,EQP033,2025-07-04,6.68,3.32,10.0,76.58,0.0
USE004880,PRJ009,EQP033,2025-07-05,1.64,6.36,8.0,10.7,0.0
USE004881,PRJ009,EQP033,2025-07-06,4.79,19.21,24.0,52.7,1265.56
USE004882,PRJ009,EQP033,2025-07-12,9.63,0.37,10.0,78.07,0.0
USE004883,PRJ009,EQP033,2025-07-14,4.91,5.09,10.0,41.32,0.0
USE004884,PRJ009,EQP033,2025-07-18,8.55,3.45,12.0,101.5,677.67
USE004885,PRJ009,EQP033,2025-07-19,9.13,14.87,24.0,160.51,0.0
USE004886,PRJ009,EQP033,2025-07-24,3.68,6.32,10.0,21.54,0.0
USE004887,PRJ009,EQP033,2025-07-25,11.16,0.84,12.0,199.65,1181.68
USE004888,PRJ009,EQP033,2025-07-30,8.79,1.21,10.0,81.34,0.0
USE004889,PRJ009,EQP033,2025-08-01,23.98,0.02,24.0,207.79,0.0
USE004890,PRJ009,EQP033,2025-08-04,4.92,11.08,16.0,27.85,0.0
USE004891,PRJ009,EQP033,2025-08-09,9.88,0.12,10.0,108.84,1378.14
USE004892,PRJ009,EQP033,2025-08-14,1.72,10.28,12.0,27.11,0.0
USE004893,PRJ009,EQP033,2025-08-16,2.25,7.75,10.0,11.56,1167.78
USE004894,PRJ009,EQP033,2025-08-18,2.49,7.51,10.0,33.23,0.0
USE004895,PRJ009,EQP033,2025-08-22,9.93,6.07,16.0,142.83,0.0
USE004896,PRJ009,EQP033,2025-08-23,6.04,5.96,12.0,116.57,0.0
USE004897,PRJ009,EQP033,2025-08-26,9.34,0.66,10.0,187.67,0.0
USE004898,PRJ009,EQP033,2025-08-28,10.04,5.96,16.0,210.06,0.0
USE004899,PRJ009,EQP033,2025-09-02,11.38,4.62,16.0,87.53,0.0
USE004900,PRJ009,EQP033,2025-09-03,1.79,8.21,10.0,15.08,0.0
USE004901,PRJ009,EQP033,2025-09-05,4.94,3.06,8.0,69.46,0.0
USE004902,PRJ009,EQP033,2025-09-06,7.28,0.72,8.0,158.88,0.0
USE004903,PRJ009,EQP033,2025-09-07,8.97,1.03,10.0,157.85,0.0
USE004904,PRJ009,EQP033,2025-09-11,6.47,3.53,10.0,55.84,1006.79
USE004905,PRJ009,EQP033,2025-09-15,10.72,5.28,16.0,183.75,0.0
USE004906,PRJ009,EQP033,2025-09-22,4.29,5.71,10.0,34.99,1035.74
USE004907,PRJ009,EQP033,2025-09-25,5.0,7.0,12.0,52.33,0.0
USE004908,PRJ009,EQP033,2025-09-29,9.81,0.19,10.0,207.22,0.0
USE004909,PRJ009,EQP033,2025-10-03,11.84,0.16,12.0,132.84,0.0
USE004910,PRJ009,EQP033,2025-10-05,7.14,8.86,16.0,64.89,1389.19
USE004911,PRJ009,EQP033,2025-10-06,8.6,1.4,10.0,99.88,0.0
USE004912,PRJ009,EQP033,2025-10-08,8.08,3.92,12.0,60.68,0.0
USE004913,PRJ009,EQP033,2025-10-11,6.73,3.27,10.0,36.06,0.0
USE004914,PRJ009,EQP033,2025-10-12,13.42,2.58,16.0,194.76,0.0
USE004915,PRJ009,EQP033,2025-10-14,2.0,8.0,10.0,22.97,0.0
USE004916,PRJ009,EQP033,2025-10-15,2.63,13.37,16.0,53.06,0.0
USE004917,PRJ009,EQP033,2025-10-17,2.04,5.96,8.0,10.22,0.0
USE004918,PRJ009,EQP033,2025-10-19,7.7,2.3,10.0,93.36,0.0
USE004919,PRJ009,EQP033,2025-10-26,4.49,11.51,16.0,77.83,0.0
USE004920,PRJ009,EQP033,2025-10-27,9.4,0.6,10.0,66.31,1947.46
USE004921,PRJ009,EQP033,2025-10-28,10.58,1.42,12.0,169.6,0.0
USE004922,PRJ009,EQP033,2025-10-30,6.04,3.96,10.0,99.34,1049.78
USE004923,PRJ009,EQP033,2025-11-04,7.35,2.65,10.0,85.99,0.0
USE004924,PRJ009,EQP033,2025-11-06,3.2,8.8,12.0,68.79,0.0
USE004925,PRJ009,EQP033,2025-11-07,3.7,8.3,12.0,52.68,0.0
USE004926,PRJ009,EQP033,2025-11-08,3.39,6.61,10.0,72.28,0.0
USE004927,PRJ009,EQP033,2025-11-11,9.5,2.5,12.0,105.54,0.0
USE004928,PRJ009,EQP033,2025-11-12,7.23,2.77,10.0,104.02,0.0
USE004929,PRJ009,EQP033,2025-11-14,6.47,3.53,10.0,40.55,0.0
USE004930,PRJ009,EQP033,2025-11-15,7.55,4.45,12.0,164.58,0.0
USE004931,PRJ009,EQP033,2025-11-17,7.21,2.79,10.0,109.82,0.0
USE004932,PRJ009,EQP033,2025-11-19,8.28,1.72,10.0,111.42,2629.77
USE004933,PRJ009,EQP033,2025-11-22,5.34,4.66,10.0,114.26,0.0
USE004934,PRJ009,EQP033,2025-11-25,2.08,7.92,10.0,23.08,0.0
USE004935,PRJ009,EQP033,2025-11-27,9.87,2.13,12.0,54.64,0.0
USE004936,PRJ009,EQP033,2025-11-28,3.82,4.18,8.0,26.84,1819.81
USE004937,PRJ009,EQP033,2025-12-04,4.83,5.17,10.0,92.92,0.0
USE004938,PRJ009,EQP033,2025-12-05,3.74,8.26,12.0,64.62,0.0
USE004939,PRJ009,EQP033,2025-12-06,2.35,7.65,10.0,44.69,0.0
USE004940,PRJ009,EQP033,2025-12-09,7.68,2.32,10.0,112.35,3494.15
USE004941,PRJ009,EQP033,2025-12-10,4.83,5.17,10.0,96.58,0.0
USE004942,PRJ009,EQP033,2025-12-12,15.88,0.12,16.0,295.39,0.0
USE004943,PRJ009,EQP033,2025-12-13,8.71,3.29,12.0,88.87,0.0
USE004944,PRJ009,EQP033,2025-12-18,6.68,5.32,12.0,119.64,1144.05
USE004945,PRJ009,EQP033,2025-12-19,6.82,5.18,12.0,104.95,0.0
USE004946,PRJ009,EQP033,2025-12-20,5.54,2.46,8.0,119.76,0.0
USE004947,PRJ009,EQP033,2025-12-24,9.1,2.9,12.0,138.87,0.0
USE004948,PRJ009,EQP033,2025-12-26,7.6,8.4,16.0,56.09,1491.83
USE004949,PRJ009,EQP033,2025-12-27,1.86,8.14,10.0,35.82,0.0
USE004950,PRJ009,EQP033,2025-12-28,5.57,6.43,12.0,120.4,0.0
USE004951,PRJ010,EQP034,2025-01-02,6.03,1.97,8.0,98.53,0.0
USE004952,PRJ010,EQP034,2025-01-05,2.28,13.72,16.0,34.96,0.0
USE004953,PRJ010,EQP034,2025-01-06,5.12,4.88,10.0,55.1,0.0
USE004954,PRJ010,EQP034,2025-01-13,4.21,7.79,12.0,83.22,0.0
USE004955,PRJ010,EQP034,2025-01-18,12.35,11.65,24.0,65.9,0.0
USE004956,PRJ010,EQP034,2025-01-21,2.01,7.99,10.0,16.38,0.0
USE004957,PRJ010,EQP034,2025-01-23,10.23,1.77,12.0,209.46,0.0
USE004958,PRJ010,EQP034,2025-01-24,5.13,2.87,8.0,102.69,0.0
USE004959,PRJ010,EQP034,2025-01-25,11.3,0.7,12.0,116.25,828.8
USE004960,PRJ010,EQP034,2025-01-30,5.58,10.42,16.0,113.75,720.2
USE004961,PRJ010,EQP034,2025-01-31,11.07,0.93,12.0,142.23,0.0
